time	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_3	species_4	species_5	species_6	species_7	species_8	species_9
600.0.	0.067137659189469	0.9573364735782821	9.508238231116133	0.49172164240383004	0.9999243982991701	6.60500649967934e-06	6.081600746654484	0.0020615949348640004	0.157938405065135	4.548475435634407	0.002960481945591	0.06710495835350201	9.852635388200311e-05	11.494394094817201	48.45555120682722	7.181175071469584	1.440582482415782	6.740589245492059	0.061071559924366005	0.036705673054234	4.178739287190107	0.002268224335141	9.607936083257374e-05	49.541700238412844	4.042663526421722
615.0.	0.064383501319189	0.9352771560488281	9.499981478250312	0.49997839526965304	0.9999310149412741	5.452235803791097e-06	5.67978641143996	0.00177771934408	0.158222280655919	4.548660987767548	0.0027749298124500003	0.058837419137331	9.377802575748852e-05	11.496324803234387	48.46854566009405	7.216302876511226	1.4454150026142971	6.770884760594333	0.057171096580932	0.033698055424194004	3.946841322376187	0.002120567881239	8.946271872856594e-05	49.45174250174623	4.064722843951179
630.0.	0.06171968199466601	0.9136770175914861	9.49262328052068	0.507336592999282	0.9999371923112281	4.4954942092952495e-06	5.302699979137816	0.0015325865585570002	0.15846741344144202	4.54883498231188	0.0026009352681170004	0.051596870057387	8.901710766925913e-05	11.497917460195643	48.48034455574329	7.249181071492376	1.450061050133888	6.799117123028363	0.053523263114846	0.031014186513863003	3.737026526892799	0.001981517395305	8.328534877477131e-05	49.37051433169105	4.086322982408521
645.0.	0.059143165652384005	0.892547647449886	9.48614091579636	0.5138189577236001	0.9999429492556181	3.703712354237563e-06	4.948998338435979	0.001321267477393	0.158678732522606	4.548997896926903	0.0024380206530940003	0.045262951468365	8.427197936119343e-05	11.499230009278183	48.49105985434428	7.27993690416399	1.454508922372928	6.825425283802602	0.050116037252990006	0.028614643613685	3.5469564122600943	0.0018508295413170001	7.752840438486684e-05	49.29746492139037	4.107452352550121
660.0.	0.056651537589194	0.8718967872323581	9.480505908910981	0.5194539646089801	0.9999483066503411	3.049906111408945e-06	4.617395797609975	0.0011393149195240001	0.15886068508047502	4.549150268416399	0.002285649163599	0.039725988431120005	7.957132741179966e-05	11.50031104299427	48.500796579269284	7.308694506503721	1.458750624762483	6.849941370190113	0.046936449614147	0.026464727626596	3.374509533700443	0.0017282112277430001	7.217100966183276e-05	49.23199864035542	4.128103212767648
675.0.	0.05424282807848001	0.8517284071963571	9.475685627212657	0.524274246307308	0.999953286668199	2.5109321608090386e-06	4.306661635162958	0.000982765792209	0.15901723420779001	4.549292669415646	0.002143248164351	0.034887209675673006	7.494287543888512e-05	11.501201090663978	48.50965225817422	7.335574070238974	1.4627814714940661	6.8727902604984035	0.04397104591846	0.024534002004788003	3.217773047818743	0.001613330591433	6.719099180365607e-05	49.17349964560989	4.14827159280365
690.0.	0.051915365218204	0.8320429780385881	9.47164463738509	0.5283152361348761	0.9999579121204161	2.06714831113839e-06	4.015618413531071	0.0008481243986010001	0.159151875601398	4.549425688695841	0.0020102288841560003	0.030658526379977003	7.041237047002593e-05	11.501933807291357	48.5177166641083	7.36069120016215	1.466599656635832	6.894089366245547	0.041206270565106	0.022795846710572002	3.075031351569396	0.001505828209742	6.256553958687295e-05	49.12135152510062	4.167957021961419
705.0.	0.049667657477088005	0.812837872782424	9.468345831923072	0.5316140415968941	0.999962205897933	1.7020267832912479e-06	3.743140755362296	0.0007323329685750001	0.159267667031424	4.549549915354103	0.0018860022258940002	0.026961997633268002	6.600284151691455e-05	11.502537041723281	48.525071799162994	7.384156445655661	1.470205823911806	6.9139485938865395	0.038628768224290004	0.021227034521801	2.944752755956782	0.0014053276280700001	5.8271762069052195e-05	49.07495245375795	4.187162127217584
720.0.	0.047498304153569	0.7941078386098771	9.46575134386993	0.5342085296500381	0.9999661905225131	1.401756819897527e-06	3.488154351581231	0.0006327346101000001	0.159367265389899	4.549665926750438	0.0017699908295590002	0.023729095485857003	6.173412066145694e-05	11.503033776377011	48.531792067317554	7.406074997380993	1.473602654830074	6.932470453358539	0.036225607894472	0.019807335113234	2.8255750215668742	0.001311444629541	5.428713748965021e-05	49.033726383577815	4.205892161390133
735.0.	0.045405930409897	0.775845488874749	9.46382327299341	0.5361366005265591	0.9999698878055261	1.154861521440047e-06	3.249635038723593	0.0005470327836820001	0.15945296721631702	4.54977427981004	0.0016616377699580002	0.020899862409951002	5.7622598900548476e-05	11.503442939859198	48.53794458835677	7.426546528537552	1.4767944878814832	6.949750280129135	0.033984438542736	0.018519150434428002	2.716290444975924	0.0012237949714150001	5.05898544775303e-05	48.99713080874842	4.224154511125259
750.0.	0.043389142847063	0.7580417787403361	9.462524247773368	0.5374356257466011	0.999973318604729	9.518442034702541e-07	3.026607840553964	0.00047325029370200004	0.15952674970629702	4.5498755051722615	0.0015604124077370001	0.018422031395641	5.3681178360798546e-05	11.503780100175604	48.543589610664434	7.44566515649673	1.4797869757910251	6.965876539570584	0.031893587744756	0.017347183245325002	2.615831036602016	0.001142000530012	4.715905527397273e-05	48.96466165981109	4.241958221259673
765.0.	0.041446501531768	0.740686440089334	9.461817847224946	0.5381420262950201	0.9999765026650921	7.848721258328978e-07	2.8181459146834262	0.00040968982140500003	0.159590310178594	4.549970103657727	0.0014658139222720001	0.016250158822602	4.991937843734123e-05	11.504058049623037	48.54878098704158	7.463519500222475	1.482586783656761	6.9809311862358925	0.029942114673833002	0.016278139175874	2.52325419494038	0.001065693944757	4.397499491111689e-05	48.93585586616512	4.259313559910675
780.0.	0.039576504707051006	0.7237683623138691	9.461668904616067	0.538290968903898	0.999979458528333	6.475002086583922e-07	2.623369377638569	0.00035489723692900003	0.159645102763069	4.550058544514772	0.0013773730652270001	0.014344802143569	4.634355424765067e-05	11.504287294268641	48.553566684445514	7.480192810583709	1.485201327732112	6.994990055385815	0.028119828656028002	0.015300461547830001	2.4377291525581932	0.0009945219346850001	4.1019131670487964e-05	48.91029209002134	4.27623163768614
795.0.	0.037777582911763	0.707275913348396	9.462043713355762	0.5379161601642061	0.9999822034962431	5.34433923412397e-07	2.4414440048149793	0.00030762834479400005	0.159692371655205	4.550141265011497	0.0012946525685030002	0.012671761930925	4.295718970552892e-05	11.504476460818404	48.55798930451966	7.495763153457926	1.487638552866884	7.008123268650142	0.026417282266081	0.014404097315344	2.358524372791988	0.0009281474983400001	3.827416376095377e-05	48.88759008098096	4.292724086651613
810.0.	0.036048099795851	0.6911972017222571	9.462910152870325	0.5370497206496421	0.9999847536343021	4.4132853858155936e-07	2.271579815996204	0.00026681929745900004	0.159733180702539	4.550218670974698	0.001217246605302	0.011201397161872	3.9761233198519056e-05	11.50463263309085	48.56208659734371	7.510303628718366	1.4899067454945	7.020395640027772	0.024825747024757	0.013580291978935	2.284995993988113	0.0008662512126320001	3.572402570138124e-05	48.867409039485	4.308802798277752
825.0.	0.034386357468422	0.675520283694657	9.464237750453481	0.53572212306649	0.9999871238041561	3.6462088148208505e-07	2.113029564448363	0.00023156063556200001	0.15976843936443702	4.550291137974091	0.001144779605908	0.009908016036614	3.675445033208177e-05	11.504761629305449	48.56589195587717	7.523882611526242	1.4920143784542002	7.031867072357858	0.023337177737018003	0.012821410938154	2.216577350846631	0.0008085318298190001	3.335385584773695e-05	48.849445312117666	4.324479716305353
840.0.	0.032790604700984	0.6602333218262461	9.465997692615487	0.533962180904488	0.9999893277155891	3.01389444447176e-07	1.9650871514836692	0.00020107474784000003	0.15979892525215902	4.550359012912218	0.0010769046677800002	0.008769340162411	3.3933774319799586e-05	11.504868229947377	48.56943488245409	7.5365640052683265	1.493969983861595	7.042592937388665	0.021944170179593003	0.012120784651111001	2.152769561445859	0.0007547063473	3.114994441444331e-05	48.83342967895317	4.339766678173762
